iata_code,name,city_name,country_code
HQQ,Anyang Hongqiqu Airport,Anyang,CN
HRB,Harbin Taiping International Airport,Harbin,CN
HRH,Aligarh Airport,Aligarh,IN
HSC,Shaoguan Danxia Airport,Shaoguan,CN
HSG,Kyushu Saga International Airport,Saga,JP
HSN,Zhoushan Putuoshan International Airport,Zhoushan,CN
HSR,Rajkot International Airport,Rajkot,IN
HSS,Maharaja Agrasen International Airport,Hisar,IN
HTI,Hamilton Island Airport,Hamilton Island,AU
HTN,Hotan Airport,Hotan,CN
HTT,Huatugou Airport,Mengnai,CN
HUI,Phu Bai International Airport,Huế,VN
HUO,Holingol Huolinhe Airport,Holingol,CN
HUY,Humberside Airport,"Grimsby, Lincolnshire",GB
HUZ,Huizhou Pingtan Airport,Huizhou (Pingtan),CN
HVB,Hervey Bay Airport,Hervey Bay,AU
HWA,Hawabango Airport,Hawabango,PG
HWR,Halwara International Airport,Halwara,IN
HXD,Delingha Airport,Delingha,CN
HYD,Rajiv Gandhi International Airport,Hyderabad,IN
HYF,Hayfields Airport,Bainyik,PG
HYN,Taizhou Luqiao Airport,Taizhou (Luqiao),CN
HZA,Heze Mudan Airport,Heze (Dingtao),CN
HZG,Hanzhong Chenggu Airport,Hanzhong (Chenggu),CN
HZH,Liping Airport,Liping,CN
HZU,Chengdu Huaizhou Airport,Chengdu (Jintang),CN
IAL,Ialibu Airport,Ialibu,PG
IAO,Siargao Airport,Del Carmen,PH
IBI,Iboki Airport,Iboki,PG
IBR,Ibaraki International Airport,Omitama,JP
ICI,Cicia Airport,Cicia,FJ
ICN,Incheon International Airport,Seoul,KR
IDN,Indagen Airport,Indagen,PG
IDR,Devi Ahilya Bai Holkar International Airport,Indore,IN
IEJ,Iejima Airport,Ie,JP
IGS,Ingolstadt Manching Airport,Manching,DE
IHU,Ihu Airport,Ihu,PG
IIS,Nissan Island Airport,Nissan Island,PG
IKI,Iki Airport,Iki,JP
ILO,Iloilo International Airport,Cabatuan,PH
ILY,Islay Airport,"Isle of Islay, Argyll and Bute",GB
IMA,Iamalele Airport,"Iamalele, Fergusson Island",PG
IMD,Imonda Airport,Imonda,PG
IMF,Bir Tikendrajit International Airport,Imphal,IN
IMI,Ine Airport,Arno Atoll,MH
IMN,Imane Airport,Imane,PG
INC,Yinchuan Hedong International Airport,Yinchuan,CN
INU,Nauru International Airport,Yaren,NR
INV,Inverness Airport,Inverness,GB
IOK,Iokea Airport,Iokea,PG
IOP,Ioma Airport,Ioma,PG
IPA,Ipota Airport,Ipota,VU
IPH,Sultan Azlan Shah Airport,Ipoh,MY
IQM,Qiemo Yudu Airport,Qiemo,CN
IQN,Qingyang Xifeng Airport,Qingyang (Xifeng),CN
IRA,Ngorangora Airport,Kirakira,SB
IRG,Lockhart River Airport,Lockhart River,AU
ISA,Mount Isa Airport,Mount Isa,AU
ISC,St. Mary's Airport,"St. Mary's, Isles of Scilly",GB
ISG,New Ishigaki Airport,Ishigaki,JP
ISK,Nashik International Airport,Nashik,IN
ITK,Itokama Airport,Itokama,PG
ITM,Osaka Itami International Airport,Osaka,JP
IVC,Invercargill Airport,Invercargill,NZ
IVR,Inverell Airport,Inverell,AU
IWJ,Iwami Airport,Masuda,JP
IWK,Iwakuni Kintaikyo Airport,Iwakuni,JP
IWO,Ioto (Iwo Jima) Airbase,Ogasawara,JP
IXA,Agartala - Maharaja Bir Bikram Airport,Agartala,IN
IXB,Bagdogra Airport,Siliguri,IN
IXC,Shaheed Bhagat Singh International Airport,Chandigarh,IN
IXD,Prayagraj Airport,Allahabad,IN
IXE,Mangaluru International Airport,Mangaluru,IN
IXG,Belagavi Airport,Belgaum,IN
IXH,Kailashahar Airport,Kailashahar,IN
IXI,Lilabari North Lakhimpur Airport,Lilabari,IN
IXJ,Jammu Airport,Jammu,IN
IXK,Keshod Airport,Keshod,IN
IXL,Leh Kushok Bakula Rimpochee Airport,Leh,IN
IXM,Madurai Airport,Madurai,IN
IXP,Pathankot Airport,Pathankot,IN
IXR,Birsa Munda Airport,Ranchi,IN
IXS,Silchar Airport,Silchar,IN
IXU,Aurangabad Airport,Aurangabad,IN
IXW,Sonari Airport,Jamshedpur,IN
IXX,Bidar Airport / Bidar Air Force Station,Bidar,IN
IXY,Kandla Airport,Kandla,IN
IXZ,Veer Savarkar International Airport / INS Utkrosh,Port Blair,IN
IZO,Izumo Enmusubi Airport,Izumo,JP
JAD,Perth Jandakot Airport,Perth,AU
JAI,Jaipur International Airport,Jaipur,IN
JAQ,Jacquinot Bay Airport,Jacquinot Bay,PG
JAT,Jabot Airport,Ailinglapalap Atoll,MH
JBB,Notohadinegoro Airport,Jember,ID
JBK,Qitai Jiangbulake Airport,Qitai,CN
JDE,Jiande Qiandaohu General Airport,Hangzhou,CN
JDG,Jeongseok Airport,Jeju Island,KR
JDH,Jodhpur Airport,Jodhpur,IN
JDZ,Jingdezhen Luojia Airport,Jingdezhen,CN
JEJ,Jeh Airport,Ailinglapalap Atoll,MH
JGA,Jamnagar Airport,Jamnagar,IN
JGB,Jagdalpur Airport,Jagdalpur,IN
JGD,Daxing'anling Elunchun Airport,Jiagedaqi,CN
JGN,Jiayuguan International Airport,Jiayuguan,CN
JGS,Jinggangshan Airport,Ji'an,CN
JHB,Senai International Airport,Johor Bahru,MY
JHG,Xishuangbanna Gasa International Airport,Jinghong (Gasa),CN
JIC,Jinchang Jinchuan Airport,Jinchang,CN
JIO,Jos Orno Imsula Airport,Tiakur,ID
JIQ,Qianjiang Wulingshan Airport,Qianjiang,CN
JIU,Jiujiang Lushan Airport,Jiujiang,CN
JJN,Quanzhou Jinjiang International Airport,Quanzhou,CN
JLG,Jalgaon Airport,Jalgaon,IN
JLR,Jabalpur Airport,Jabalpur,IN
JMJ,Lancang Jingmai Airport,Pu'er (Lancang),CN
JMU,Jiamusi Songjiang International Airport,Jiamusi,CN
JNG,Jining Da'an Airport,Jining,CN
JNH,Jiaxing Nanhu Airport,"Xiuzhou, Hangzhou",CN
JNZ,Jinzhou Bay Airport,Jinzhou (Linghai),CN
JOG,Adisutjipto International Airport,Yogyakarta,ID
JOL,Jolo Airport,Jolo,PH
JOP,Josephstaal Airport,Josephstaal,PG
JRH,Jorhat Airport,Jorhat,IN
JSJ,Jiansanjiang Shidi Airport,Jiansanjiang,CN
JUH,Chizhou Jiuhuashan Airport,Chizhou,CN
JUI,Juist Airport,Juist,DE
JUZ,Quzhou Airport,Quzhou (Kezheng),CN
JWO,Jungwon Air Base/Chungju Airport,Gimseang-ro,KR
JXA,Jixi Xingkaihu Airport,Jixi,CN
JZH,Jiuzhai Huanglong Airport,Ngawa (Songpan),CN
KAF,Karato Airport,Karato,PG
KAG,Gangneung Airport (K-18),Gangneung,KR
KAK,Kar Airport,Kar,PG
KAQ,Kamulai Airport,Kamulai Mission,PG
KAT,Kaitaia Airport,Awanui,NZ
KAW,Kawthoung Airport,Kawthoung,MM
KAX,Kalbarri Airport,Kalbarri,AU
KAY,Wakaya Island Airport,Wakaya Island,FJ
KBK,Kushinagar International Airport,Kushinagar,IN
KBR,Sultan Ismail Petra Airport,Kota Baharu,MY
KBT,Kaben Airport,Kaben,MH
KBU,Gusti Syamsir Alam Airport,Stagen,ID
KBV,Krabi International Airport,Krabi,TH
KCA,Kuqa Qiuci Airport,Kuqa,CN
KCH,Kuching International Airport,Kuching,MY
KCJ,Komaio Airport,Komaio,PG
KCZ,Kochi Ryoma Airport,Nankoku,JP
KDE,Koroba Airport,Koroba,PG
KDI,Haluoleo Airport,Kendari,ID
KDP,Kandep Airport,Kandep,PG
KDQ,Kamberatoro Airport,Kamberatoro Mission,PG
KDR,Kandrian Airport,Kandrian,PG
KDT,Kamphaeng Saen Airport,Nakhon Pathom,TH
KDV,Vunisea Airport,Vunisea,FJ
KEG,Keglsugl Airport,Denglagu Mission,PG
KEL,Kiel-Holtenau Airport,Kiel,DE
KET,Kengtung Airport,Kengtung,MM
KEX,Kanabea Airport,Kanabea,PG
KGB,Konge Airport,Konge,PG
KGE,Kaghau Airport,Kagau Island,SB
KGH,Yongai Airport,Yongai,PG
KGI,Kalgoorlie Boulder Airport,Broadwood,AU
KGM,Kungim Airport,Kungim,PG
KGT,Kangding Airport,Garzê (Kangding),CN
KGW,Kagi Airport,Kagi,PG
KHG,Kashgar Laining International Airport,Kashgar,CN
KHM,Kanti Airport,Kanti,MM
KHN,Nanchang Changbei International Airport,Nanchang,CN
KIE,Aropa Airport,Kieta,PG
KII,Kibuli Airstrip,Kibuli,PG
KIJ,Niigata Airport,Niigata,JP
KIO,Kili Airport,Kili Island,MH
KIQ,Kira Airport,Kira,PG
KIX,Kansai International Airport,Osaka,JP
KJB,Kurnool Airport,Orvakal,IN
KJH,Kaili Huangping Airport,Kaili (Huangping),CN
KJI,Burqin Kanas Airport,Burqin,CN
KJT,Kertajati International Airport,Kertajati,ID
KKC,Khon Kaen Airport,Khon Kaen,TH
KKD,Kokoda Airport,Kokoda,PG
KKE,Kerikeri Airport,Kerikeri,NZ
KKJ,Kitakyushu Airport,Kitakyushu,JP
KKM,Khok Kathiam Airport,Lop Buri,TH
KKX,Kikai Airport,Kikai,JP
KLH,Kolhapur Airport,Kolhapur,IN
KLO,Kalibo International Airport,Kalibo,PH
KLP,Seruyan Kuala Pembuang Airport,Seruyan,ID
KMA,Kerema Airport,Kerema,PG
KMB,Koinambe Airport,Konambe,PG
KMF,Kamina Airport,Hoieti,PG
KMG,Kunming Changshui International Airport,Kunming,CN
KMI,Miyazaki Airport,Miyazaki,JP
KMJ,Kumamoto Airport,Kumamoto,JP
KMQ,Komatsu Airport / JASDF Komatsu Air Base,Kanazawa,JP
KMR,Karimui Airport,Karimui,PG
KNE,Kanainj Airport,Kanainj,PG
KNF,RAF Marham,"King's Lynn, Norfolk",GB
KNG,Utarom Airport,Kaimana,ID
KNO,Kualanamu International Airport,Beringin,ID
KNU,Kanpur Airport,Kanpur,IN
KNX,East Kimberley Regional (Kununurra) Airport,Kununurra,AU
KOE,El Tari Airport,Kupang,ID
KOI,Kirkwall Airport,"Kirkwall, Orkney Islands",GB
KOJ,Kagoshima Airport,Kagoshima,JP
KOM,Komo-Manda Airport,Komo,PG
KOP,Nakhon Phanom Airport,Nakhon Phanom,TH
KOR,Kakoro(Koroko) Airstrip,Kakoro,PG
KOS,Sihanouk International Airport,Preah Sihanouk,KH
KOW,Ganzhou Huangjin Airport,Ganzhou,CN
KPA,Kopiago Airport,Kopiago,PG
KPF,Kondobol Airport,Kondobol,PG
KPL,Kapal Airport,Kapal,PG
KPO,Pohang Airport (G-815/K-3),Pohang,KR
KQH,Kishangarh Airport Ajmer,Ajmer (Kishangarh),IN
KQL,Kol Airport,Kol,PG
KQR,Karara Airport,Karara,AU
KRC,Departi Parbo Airport,Sungai Penuh,ID
KRI,Kikori Airport,Kikori,PG
KRJ,Karawari Airstrip,Amboin,PG
KRL,Korla Licheng Airport,Korla,CN
KRU,Kerau Airport,Gunim,PG
KRX,Kar Kar Airport,Kar Kar Island,PG
KRY,Karamay Airport,Karamay,CN
KSA,Kosrae International Airport,Okat,FM
KSB,Kasonombe Airport,Kasonombe,PG
KSF,Kassel Airport,Calden,DE
KSP,Kosipe Airport,Kosipe Mission,PG
KSR,Selayar - Haji Aroeppala Airport,Benteng,ID
KSX,Yasuru Airport,Yasuru,PG
KTA,Karratha Airport,Karratha,AU
KTD,Kitadaito Airport,Kitadaitōjima,JP
KTE,Kerteh Airport,Kerteh,MY
KTG,Rahadi Osman Airport,Ketapang,ID
KTI,Techo International Airport,Phnom Penh (Boeng Khyang),KH
KTU,Kota Airport,Kota,IN
KUA,Kuantan Airport,Kuantan,MY
KUC,Kuria Airport,Kuria,KI
KUD,Kudat Airport,Kudat,MY
KUE,Kukudu Airport,Kolombangara Island,SB
KUG,Kubin Island Airport,Kubin Island,AU
KUH,Kushiro Airport,Kushiro,JP
KUL,Kuala Lumpur International Airport,Sepang,MY
KUM,Yakushima Airport,Yakushima,JP
KUP,Kupiano Airport,Kupiano,PG
KUQ,Kuri Airport,Kuri,PG
KUU,Kullu Manali Airport,Bhuntar,IN
KUV,Gunsan Airport / Gunsan Air Base,Gunsan,KR
KUY,Kamusi Airport,Kamusi,PG
KVE,Kitava Airport,Kitava Island,PG
KVG,Kavieng Airport,Kavieng,PG
KVU,Korolevu Seaplane Base,Korolevu,FJ
KWA,Bucholz Army Air Field,Kwajalein,MH
KWB,Dewadaru Airport,Karimunjawa,ID
KWE,Guiyang Longdongbao International Airport,Guiyang (Nanming),CN
KWJ,Gwangju Airport,Gwangju,KR
KWL,Guilin Liangjiang International Airport,Guilin (Lingui),CN
KWM,Kowanyama Airport,Kowanyama,AU
KWO,Kawito Airport,Kawito,PG
KWS,Kwailabesi Airport,Kwailabesi,SB
KXB,Sangia Nibandera Airport,Kolaka,ID
KXF,Koro Island Airport,Koro Island,FJ
KYP,Kyaukpyu Airport,Kyaukpyu,MM
KYX,Yalumet Airport,Yalumet,PG
KZF,Kaintiba Airport,Kaintiba,PG
LAB,Lab Lab Airport,Lab Lab Mission,PG
LAE,Nadzab Tomodachi International Airport,Lae,PG
LAO,Laoag International Airport,Laoag City,PH
LBA,Leeds Bradford Airport,"Leeds, West Yorkshire",GB
LBC,Lübeck Blankensee Airport,Lübeck,DE
LBH,Palm Beach Seaplane Base,Sydney,AU
LBJ,Komodo Airport,"Labuan Bajo, Manggarai Barat",ID
LBP,Long Banga Airport,Long Banga,MY
LBS,Labasa Airport,Labasa,FJ
LBU,Labuan Airport,Labuan,MY
LBW,Yuvai Semaring Airport,Long Bawan,ID
LBX,Lubang Airport,Lubang,PH
LCX,Liancheng Guanzhishan Airport,Longyan (Liancheng),CN
LCY,London City Airport,London,GB
LDH,Lord Howe Island Airport,Lord Howe Island,AU
LDS,Yichun Lindu Airport,Yichun,CN
LDU,Lahad Datu Airport,Lahad Datu,MY
LDY,City of Derry Airport,"Derry, Derry and Strabane",GB
LEA,Learmonth Airport,Exmouth,AU
LEJ,Leipzig/Halle Airport,Schkeuditz,DE
LEQ,Land's End Airport,"Land's End, Cornwall",GB
LEV,Levuka Airfield,Bureta,FJ
LEY,Lelystad Airport,Lelystad,NL
LFQ,Linfen Yaodu Airport,Linfen (Yaodu),CN
LGK,Langkawi International Airport,Langkawi,MY
LGL,Long Lellang Airport,Long Datih,MY
LGN,Linga Linga Airport,Linga Linga,PG
LGW,London Gatwick Airport,London,GB
LGZ,Shannan Longzi Airport,Shannan,CN
LHA,Lahr Airport,Lahr/Schwarzwald,DE
LHK,Guangzhou MR Air Base / Guanghua Airport,Xiangyang (Laohekou),CN
LHR,London Heathrow Airport,London,GB
LHW,Lanzhou Zhongchuan International Airport,Lanzhou (Yongdeng),CN
LIK,Likiep Airport,Likiep Island,MH
LIW,Loikaw Airport,Loikaw,MM
LJG,Lijiang Sanyi International Airport,Lijiang,CN
LKA,Larantuka Gewayentana Airport,Tiwatobi,ID
LKB,Lakeba Island Airport,Lakeba Island,FJ
LKI,Lasikin Airport,Lubang,ID
LKM,Bolaang Mongondow Airport,Lolak,ID
LKO,Chaudhary Charan Singh International Airport,Lucknow,IN
LKZ,RAF Lakenheath,"Brandon, Suffolk",GB
LLB,Libo Airport,Qiannan (Libo),CN
LLC,Cagayan North International Airport,Lal-lo,PH
LLF,Yongzhou Lingling Airport,Yongzhou,CN
LLM,Lomlom Airport,Lomlom,SB
LLO,Bua - Palopo Lagaligo Airport,Palopo,ID
LLV,Lüliang Dawu Airport,Lüliang,CN
LMI,Lumi Airport,Lumi,PG
LML,Lae Island Airport,Lae Island,MH
LMN,Limbang Airport,Limbang,MY
LMO,RAF Lossiemouth,"Lossiemouth, Moray",GB
LMY,Lake Murray Airport,Lake Murray,PG
LNB,Lamen Bay Airport,Lamen Bay,VU
LNE,Lonorore Airport,Lonorore,VU
LNG,Lese Airport,Lese,PG
LNJ,Lincang Boshang Airport,Lincang,CN
LNL,Longnan Chengzhou Airport,Longnan (Cheng),CN
LNO,Leonora Airport,Leonora,AU
LNU,Robert Atty Bessing,Malinau,ID
LNV,Londolovit Airport,Londolovit,PG
LOD,Longana Airport,Longana,VU
LOP,Lombok International Airport,"Mataram (Pujut, Lombok Tengah)",ID
LPF,Liupanshui Yuezhao Airport,Liupanshui (Zhongshan),CN
LPL,Liverpool John Lennon Airport,Liverpool,GB
LPM,Lamap Airport,Lamap,VU
LPN,Leron Plains Airport,Leron Plains,PG
LPQ,Luang Phabang International Airport,Luang Phabang,LA
LPU,Long Apung Airport,Long Apung-Borneo Island,ID
LRE,Longreach Airport,Longreach,AU
LSA,Losuia Airport,Losuia,PG
LSH,Lashio Airport,Lashio,MM
LSI,Sumburgh Airport,"Lerwick, Shetland",GB
LSJ,Long Island Airport,Long Island,PG
LSR,Alas Leuser Airport,Kutacane,ID
LST,Launceston Airport,Launceston (Western Junction),AU
LSW,Malikus Saleh Airport,Lhok Seumawe-Sumatra Island,ID
LSX,Lhok Sukon Airport,Lhok Sukon-Sumatra Island,ID
LSY,Lismore Airport,Lismore,AU
LTF,Leitre Airport,Leitre,PG
LTH,Long Thanh International Airport (Under Construction),Ho Chi Minh City (Long Thanh),VN
LTN,London Luton Airport,"Luton, Luton",GB
LTU,Murod Kond Airport,Latur,IN
LUC,Laucala Island Airport,Laucala Island,FJ
LUM,Dehong Mangshi International Airport,Dehong (Mangshi),CN
LUV,Karel Sadsuitubun Airport,Langgur,ID
LUW,Syukuran Aminuddin Amir Airport,Luwok,ID
LVO,Laverton Airport,Laverton,AU
LWI,Lowai Airport,Lowai,PG
LWK,Lerwick / Tingwall Airport,"Lerwick, Shetland Islands",GB
LWR,Leeuwarden Air Base,Leeuwarden,NL
LWY,Lawas Airport,Lawas,MY
LXA,Lhasa Gonggar International Airport,Shannan (Gonggar),CN
LXG,Luang Namtha Airport,Luang Namtha,LA
LYA,Luoyang Beijiao Airport,Luoyang (Laocheng),CN
LYG,Lianyungang Huaguoshan International Airport,Lianyungang,CN
LYI,Linyi Qiyang Airport,Linyi (Hedong),CN
LYX,Lydd London Ashford Airport,"Romney Marsh, Kent",GB
LZG,Langzhong Gucheng Airport,Nanchong (Langzhong),CN
LZH,Liuzhou Bailian Airport / Bailian Air Base,Liuzhou (Liujiang),CN
LZO,Luzhou Yunlong Airport,Luzhou (Yunlong),CN
LZY,Nyingchi Mainling Airport,Nyingchi (Mainling),CN
MAA,Chennai International Airport,Chennai,IN
MAG,Madang Airport,Madang,PG
MAJ,Marshall Islands International Airport,Majuro Atoll,MH
MAN,Manchester Airport,"Manchester, Greater Manchester",GB
MAP,Mamai Airport,Mamai,PG
MAS,Momote Airport,Manus Island,PG
MAV,Maloelap Island Airport,Maloelap Island,MH
MBE,Monbetsu Airport,Monbetsu,JP
MBO,Mamburao Airport,Mamburao,PH
MBT,Moises R. Espinosa Airport,Masbate,PH
MBU,Babanakira Airport,Mbambanakira,SB
MBV,Masa Airport,Masa,PG
MBW,Melbourne Moorabbin Airport,Melbourne,AU
MCV,McArthur River Mine Airport,McArthur River Mine,AU
MCY,Sunshine Coast Airport,Maroochydore,AU
MDC,Sam Ratulangi International Airport,Manado,ID
MDG,Mudanjiang Hailang International Airport,Mudanjiang,CN
MDL,Mandalay International Airport,Mandalay,MM
MDM,Munduku Airport,Munduku,PG
MDU,Mendi Airport,Mendi,PG
MEB,Melbourne Essendon Airport,Essendon Fields,AU
MEL,Melbourne Airport,Melbourne,AU
MEQ,Cut Nyak Dhien Airport,Kuala Pesisir,ID
MES,Soewondo Air Force Base,Medan,ID
MFJ,Moala Airport,Moala,FJ
MFO,Manguna Airport,Manguna,PG
MFZ,Meselia Airport,Demgulu,PG
MGB,Mount Gambier Airport,Mount Gambier,AU
MGL,Mönchengladbach Airport,Mönchengladbach,DE
MGP,Manga Airport,Manga Mission,PG
MGT,Milingimbi Airport,Milingimbi Island,AU
MGZ,Myeik Airport,Mkeik,MM
MHG,Mannheim-City Airport,Mannheim,DE
MHM,Manaoba Airport,Manaoba,SB
MHU,Mount Hotham Airport,Mount Hotham,AU
MHY,Morehead Airport,Morehead,PG
MHZ,RAF Mildenhall,"Bury Saint Edmunds, Suffolk",GB
MIG,Mianyang Nanjiao Airport,Mianyang (Fucheng),CN
MIJ,Mili Island Airport,Mili Island,MH
MIM,Merimbula Airport,Merimbula,AU
MIS,Misima Island Airport,Misima Island,PG
MJB,Mejit Atoll Airport,Mejit Atoll,MH
MJE,Majkin Airport,Majkin,MH
MJJ,Moki Airport,Moki,PG
MJK,Shark Bay Airport,Denham,AU
MKM,Mukah Airport,Mukah,MY
MKN,Malekolon Airport,Babase Island,PG
MKQ,Mopah International Airport,Merauke,ID
MKW,Rendani Airport,Manokwari,ID
MKY,Mackay Airport,Mackay,AU
MKZ,Malacca International Airport,Malacca,MY
MLG,Abdul Rachman Saleh Airport,Malang,ID
MLQ,Malalaua Airport,Malalaua,PG
MMB,Memanbetsu Airport,Ōzora,JP
MMD,Minamidaito Airport,Minamidaito,JP
MME,Teesside International Airport,"Darlington, Durham",GB
MMJ,Shinshu-Matsumoto Airport,Matsumoto,JP
MMV,Mal Airport,Mal Island,PG
MMY,Miyako Airport,Miyakojima,JP
MNF,Mana Island Airport,Mana Island,FJ
MNG,Maningrida Airport,Maningrida,AU
MNK,Maiana Airport,Maiana,KI
MNL,Ninoy Aquino International Airport,Manila (Pasay),PH
MNP,Maron Island Airport,Hermit Islands,PG
MNU,Mawlamyine Airport,Mawlamyine,MM
MNY,Mono Airport,Stirling Island,SB
MOF,Frans Xavier Seda Airport,Waioti,ID
MOG,Mong Hsat Airport,Mong Hsat,MM
MOH,Maleo Airport,Morowali,ID
MOV,Moranbah Airport,Moranbah,AU
MPC,Muko Muko Airport,Muko Muko,ID
MPF,Mapoda Airport,Mapoda,PG
MPG,Makini Airport,Makini,PG
MPH,Godofredo P. Ramos Airport,Caticlan,PH
MPU,Mapua(Mabua) Airport,Tatau Island,PG
MPX,Miyanmin Airport,Miyanmin,PG
MQL,Mildura Airport,Mildura,AU
MQO,Malam Airport,Malam,PG
MRG,Mareeba Airport,Mareeba,AU
MRH,May River Airstrip,May River,PG
MRM,Manari Airport,Manari,PG
MRO,Hood Airport,Masterton,NZ
MRQ,Marinduque Airport,Gasan,PH
MRZ,Moree Airport,Moree,AU
MSJ,Misawa Airport / Misawa Air Base,Misawa,JP
MST,Maastricht Aachen Airport,Maastricht,NL
MTK,Makin Island Airport,Makin Island,KI
MTV,Mota Lava Airport,Ablow,VU
MUA,Munda Airport,Munda,SB
MUC,Munich Airport,Munich,DE
MUR,Marudi Airport,Marudi,MY
MWF,Maewo-Naone Airport,Maewo Island,VU
MWG,Marawaka Airport,Marawaka,PG
MWI,Maramuni Airport,Maramuni,PG
MWQ,Magway Airport,Magway,MM
MWU,Mussau Airport,Mussau Island,PG
MWX,Muan International Airport,Muan (Piseo-ri),KR
MXH,Moro Airport,Moro,PG
MXI,Mati National Airport,Mati,PH
MXK,Mindik Airport,Mindik,PG
MXS,Maota Airport,Maota,WS
MXZ,Meizhou Meixian Changgangji International Airport,Meizhou (Meixian),CN
MYA,Moruya Airport,Moruya,AU
MYE,Miyakejima Airport,Miyakejima,JP
MYI,Murray Island Airport,Murray Island,AU
MYJ,Matsuyama Airport,Matsuyama,JP
MYQ,Mysore Airport,Mysore,IN
MYT,Myitkyina Airport,Myitkyina,MM
MYX,Menyamya Airport,Menyamya,PG
MYY,Miri Airport,Miri,MY
MZK,Marakei Airport,Marakei,KI
MZN,Minj Airport,Minj,PG
MZS,Moradabad Airport,Moradabad,IN
