iata_code,name,city_name,country_code
MVS,Mucuri Airport,Mucuri,BR
MVU,Musgrave Airport,Musgrave,AU
MVV,Megève Altiport,Megève,FR
MVW,Skagit Regional Airport,Burlington,US
MVX,Minvoul Airport,Minvoul,GA
MVY,Martha's Vineyard Airport,Martha's Vineyard,US
MVZ,Masvingo International Airport,Masvingo,ZW
MWA,Veterans Airport of Southern Illinois,Marion,US
MWC,Lawrence J Timmerman Airport,Milwaukee,US
MWD,Mianwali Air Base,Mianwali,PK
MWE,Merowe Airport,Merowe,SD
MWF,Maewo-Naone Airport,Maewo Island,VU
MWG,Marawaka Airport,Marawaka,PG
MWH,Grant County International Airport,Moses Lake,US
MWI,Maramuni Airport,Maramuni,PG
MWJ,Matthews Ridge Airport,Matthews Ridge,GY
MWK,Matak Airport,Palmatak,ID
MWL,Mineral Wells Regional Airport,Mineral Wells,US
MWM,Windom Municipal Airport,Windom,US
MWN,Mwadui Airport,Mwadui,TZ
MWO,Middletown Regional Airport,Middletown,US
MWQ,Magway Airport,Magway,MM
MWR,Motswari Airport,Motswari Private Game Reserve,ZA
MWS,Indonesia Morowali Industrial Park (IMIP) Airport,Morowali,ID
MWT,Moolawatana Airport,Moolawatana Station,AU
MWU,Mussau Airport,Mussau Island,PG
MWV,Mondulkiri Airport,Sen Monorom,KH
MWX,Muan International Airport,Muan (Piseo-ri),KR
MWY,Miranda Downs Airport,Miranda Downs,AU
MWZ,Mwanza International Airport,Mwanza,TZ
MXA,Manila Municipal Airport,Manila,US
MXB,Andi Jemma Airport,Masamba,ID
MXC,Monticello Airport,Monticello,US
MXD,Marion Downs Airport,Marion Downs,AU
MXE,Laurinburg Maxton Airport,Maxton,US
MXF,Maxwell Air Force Base,Montgomery,US
MXH,Moro Airport,Moro,PG
MXI,Mati National Airport,Mati,PH
MXJ,Minna Airport,Minna,NG
MXK,Mindik Airport,Mindik,PG
MXL,General Rodolfo Sánchez Taboada International Airport,Mexicali,MX
MXM,Morombe Airport,Morombe,MG
MXN,Morlaix-Ploujean Airport,Morlaix/Ploujean,FR
MXO,Monticello Regional Airport,Monticello,US
MXP,Milan Malpensa International Airport,Ferno (VA),IT
MXQ,Lorenzo Airport,Cairu,BR
MXR,Myrhorod Air Base,Myrhorod,UA
MXS,Maota Airport,Maota,WS
MXT,Maintirano Airport,Maintirano,MG
MXV,Mörön Airport,Mörön,MN
MXW,Mandalgobi Airport,Mandalgobi,MN
MXX,Mora Airport,Mora,SE
MXY,Mc Carthy Airport,Mccarthy,US
MXZ,Meizhou Meixian Changgangji International Airport,Meizhou (Meixian),CN
MYA,Moruya Airport,Moruya,AU
MYB,Mayumba Airport,Mayumba,GA
MYC,Escuela Mariscal Sucre Airport,Maracay,VE
MYD,Malindi International Airport,Malindi,KE
MYE,Miyakejima Airport,Miyakejima,JP
MYF,Montgomery-Gibbs Executive Airport,San Diego,US
MYG,Mayaguana Airport,Abraham Bay Settlement,BS
MYH,Marble Canyon Airport,Marble Canyon,US
MYI,Murray Island Airport,Murray Island,AU
MYJ,Matsuyama Airport,Matsuyama,JP
MYK,May Creek Airport,May Creek,US
MYL,McCall Municipal Airport,McCall,US
MYM,Monkey Mountain Airport,Monkey Mountain,GY
MYN,Marib Airport,Marib,YE
MYP,Mary International Airport,Mary,TM
MYQ,Mysore Airport,Mysore,IN
MYR,Myrtle Beach International Airport,Myrtle Beach,US
MYS,Moyale Airport,Moyale,ET
MYT,Myitkyina Airport,Myitkyina,MM
MYU,Mekoryuk Airport,Mekoryuk,US
MYV,Yuba County Airport,Marysville,US
MYW,Mtwara Airport,Mtwara,TZ
MYX,Menyamya Airport,Menyamya,PG
MYY,Miri Airport,Miri,MY
MYZ,Monkey Bay Airport,Monkey Bay,MW
MZA,Mayor PNP Nancy Flores Paucar Airport,Mazamari,PE
MZB,Mocímboa da Praia Airport,Mocímboa da Praia,MZ
MZC,Mitzic Airport,Mitzic,GA
MZD,Méndez Airport,Santiago de Méndez,EC
MZG,Penghu Magong Airport,Huxi,TW
MZH,Amasya Merzifon Airport,Amasya,TR
MZI,Mopti Airport,Sévaré,ML
MZJ,Pinal Airpark,Marana,US
MZK,Marakei Airport,Marakei,KI
MZL,La Nubia Airport,Manizales,CO
MZN,Minj Airport,Minj,PG
MZO,Sierra Maestra International Airport,Manzanillo,CU
MZQ,Mkuze Airport,Mkuze,ZA
MZR,Mazar-i-Sharif International Airport,Mazar-i-Sharif,AF
MZS,Moradabad Airport,Moradabad,IN
MZT,General Rafael Buelna International Airport,Mazatlàn,MX
MZU,Muzaffarpur Airport,Muzaffarpur,IN
MZV,Mulu Airport,Mulu,MY
MZW,Mecheria Airport,Mecheria,DZ
MZY,Mossel Bay Airport,Mossel Bay,ZA
MZZ,Marion Municipal Airport,Marion,US
NAA,Narrabri Airport,Narrabri,AU
NAD,Macanal Airport,Macanal,CO
NAE,Natitingou Airport,Natitingou,BJ
NAF,Banaina Airport,Banaina-Borneo Island,ID
NAG,Dr. Babasaheb Ambedkar International Airport,Nagpur,IN
NAH,Naha Airport,"Tabukan Utara, Sangihe Islands",ID
NAI,Annai Airport,Annai,GY
NAJ,Nakhchivan International Airport,Nakhchivan,AZ
NAK,Nakhon Ratchasima Airport,Chaloem Phra Kiat,TH
NAL,Nalchik Airport,Nalchik,RU
NAM,Namniwel Airport,Namniwel,ID
NAN,Nadi International Airport,Nadi,FJ
NAO,Nanchong Gaoping Airport,Nanchong (Gaoping),CN
NAP,Naples International Airport,Napoli,IT
NAQ,Qaanaaq Airport,Qaanaaq,GL
NAR,Puerto Nare Airport,Armenia,CO
NAS,Lynden Pindling International Airport,Nassau,BS
NAT,Rio Grande do Norte/São Gonçalo do Amarante–Governador Aluízio Alves International Airport,Natal,BR
NAU,Napuka Island Airport,Napuka Island,PF
NAV,Nevşehir Kapadokya Airport,Nevşehir,TR
NAY,Beijing Nanyuan Airport,Beijing,CN
NAZ,Nana Airport,Star Harbor,SB
NBA,Nambaiyufa Airport,Nambaiyufa,PG
NBB,Barranco Minas Airport,Barranco Minas,CO
NBC,Begishevo Airport,Nizhnekamsk,RU
NBE,Enfidha - Hammamet International Airport,Enfidha,TN
NBG,New Orleans NAS JRB/Alvin Callender Field,New Orleans,US
NBH,Nambucca Heads Airport,Nambucca Heads,AU
NBJ,Dr. Antonio Agostinho Neto International Airport,Luanda (Ícolo e Bengo),AO
NBL,Wannukandi Airport,San Blas,PA
NBN,Annobón Airport,San Antonio de Palé,GQ
NBO,Jomo Kenyatta International Airport,Nairobi,KE
NBS,Changbaishan Airport,Baishan,CN
NBW,Leeward Point Field,Guantanamo Bay Naval Station,CU
NBX,Douw Aturure Airport,Nabire,ID
NCA,North Caicos Airport,North Caicos,TC
NCE,Nice-Côte d'Azur Airport,"Nice, Alpes-Maritimes",FR
NCG,Aeropuerto Municipal de Nuevo Casas Grandes,Nuevo Casas Grandes,MX
NCH,Nachingwea Airport,Nachingwea,TZ
NCI,Necocli Airport,Necocli,CO
NCJ,Sunchales Aeroclub Airport,Sunchales,AR
NCL,Newcastle International Airport,"Newcastle upon Tyne, Tyne and Wear",GB
NCN,Chenega Bay Airport,Chenega,US
NCO,Quonset State Airport,North Kingstown,US
NCR,San Carlos Airport,San Carlos,NI
NCS,Newcastle Airport,Newcastle,ZA
NCT,Guanacaste Airport,Nicoya/Guanacate,CR
NCU,Nukus International Airport,Nukus,UZ
NCY,Annecy Meythet airport,Annecy,FR
NDA,Bandanaira Airport,Bandanaira,ID
NDB,Nouadhibou International Airport,Nouadhibou,MR
NDC,Nanded Airport,Nanded,IN
NDD,Sumbe Airport,Sumbe,AO
NDE,Mandera Airport,Mandera,KE
NDF,N'dalatando Airport,N'dalatando,AO
NDG,Qiqihar Sanjiazi Airport,Qiqihar,CN
NDI,Namudi Airport,Namudi,PG
NDJ,N'Djamena International Airport,N'Djamena,TD
NDK,Namorik Airport,Namorik Atoll,MH
NDL,N'Délé Airport,N'Délé,CF
NDM,Mendi Airport,Mendi,ET
NDN,Nadunumu Airport,Nadunumu,PG
NDR,Nador Al Aaroui International Airport,Al Aaroui,MA
NDS,Sandstone Airport,Sandstone,AU
NDU,Rundu Airport,Rundu,NA
NDY,Sanday Airport,Sanday,GB
NEC,Necochea Airport,Necochea,AR
NEG,Negril Airport,Negril,JM
NEI,Terney Airport,Terney,RU
NEJ,Nejjo Airport,Nejo,ET
NEK,Nekemte Airport,Nekemte,ET
NEL,Lakehurst Maxfield Field Airport,Lakehurst,US
NEN,Whitehouse Naval Outlying Field,Jacksonville,US
NER,Chulman Airport,Neryungri,RU
NEV,Vance W. Amory International Airport,Charlestown,KN
NEW,Lakefront Airport,New Orleans,US
NFG,Nefteyugansk Airport,Nefteyugansk,RU
NFL,Fallon Naval Air Station,Fallon,US
NFO,Mata'aho Airport,"Angaha, Niuafo'ou Island",TO
NFR,Nafurah 1 Airport,Nafurah 1,LY
NGB,Ningbo Lishe International Airport,Ningbo,CN
NGD,Captain Auguste George Airport,Anegada,VG
NGE,N'Gaoundéré Airport,N'Gaoundéré,CM
NGF,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,Kaneohe,US
NGI,Ngau Airport,Ngau,FJ
NGK,Nogliki Airport,Nogliki,RU
NGL,Ngala Airport,Ngala,ZA
NGO,Chubu Centrair International Airport,Tokoname,JP
NGP,Naval Air Station Corpus Christi Truax Field,Corpus Christi,US
NGQ,Ngari Gunsa Airport,Shiquanhe,CN
NGS,Nagasaki Airport,Nagasaki,JP
NGU,Norfolk Naval Station (Chambers Field),Norfolk,US
NGW,Cabaniss Field Naval Outlying Landing Field,Corpus Christi,US
NGX,Manang Airport,Ngawal,NP
NHD,Al Minhad Air Base,Dubai,AE
NHF,New Halfa Airport,New Halfa,SD
NHK,Patuxent River Naval Air Station (Trapnell Field),Patuxent River,US
NHT,RAF Northolt,"Northolt, Greater London",GB
NHV,Nuku Hiva Airport,Nuku Hiva,PF
NHX,Naval Outlying Field Barin,Foley,US
NHZ,Brunswick Executive Airport,Brunswick,US
NIA,Nimba Airport,Nimba,LR
NIB,Nikolai Airport,Nikolai,US
NIG,Nikunau Airport,Nikunau,KI
NIK,Niokolo-Koba Airport,Niokolo-Koba National Park,SN
NIM,Diori Hamani International Airport,Niamey,NE
NIN,Ninilchik Airport,Ninilchik,US
NIO,Nioki Airport,Nioki,CD
NIP,Jacksonville Naval Air Station (Towers Field),Jacksonville,US
NIQ,Niaqornat Heliport,Niaqornat,GL
NIR,Chase Field Industrial Airport,Beeville,US
NIS,Simberi Airport,Simberi Island,PG
NIT,Niort - Marais Poitevin Airport,Niort/Souché,FR
NIU,Naiu Airport,Naiu Atoll,PF
NIX,Nioro du Sahel Airport,Nioro du Sahel,ML
NJA,JMSDF Atsugi Air Base / Naval Air Facility Atsugi,Ayase / Yamato,JP
NJC,Nizhnevartovsk Airport,Nizhnevartovsk,RU
NJF,Al Najaf International Airport,Najaf,IQ
NJJ,Nenjiang Melgen Airport,Heihe,CN
NJK,El Centro NAF Airport (Vraciu Field),El Centro,US
NKA,Nkan Airstrip,Ntoum,GA
NKC,Nouakchott–Oumtounsy International Airport,Nouakchott,MR
NKD,Sinak Airport,Sinak,ID
NKG,Nanjing Lukou International Airport,Nanjing,CN
NKI,Naukati Bay Seaplane Base,Tuxekan Island,US
NKL,N'Kolo-Fuma Airport,N'Kolo-Fuma,CD
NKM,Nagoya Airport / JASDF Komaki Air Base,Nagoya,JP
NKN,Nankina Airport,Gwarawon,PG
NKO,Ankokoambo Airport,Ankokoambo,MG
NKP,Nukutepipi Airport,Nukutepipi,PF
NKT,Şırnak Şerafettin Elçi Airport,Şırnak,TR
NKU,Nkaus Airport,Nkaus,LS
NKW,Naval Support Facility Diego Garcia,Diego Garcia,IO
NKX,Miramar Marine Corps Air Station - Mitscher Field,San Diego,US
NKY,Yokangassi Airport,Nkayi,CG
NLA,Simon Mwansa Kapwepwe International Airport,Ndola,ZM
NLC,Lemoore Naval Air Station (Reeves Field) Airport,Lemoore,US
NLD,Quetzalcóatl International Airport,Nuevo Laredo,MX
NLE,Jerry Tyler Memorial Airport,Niles,US
NLF,Darnley Island Airport,Darnley Island,AU
NLG,Nelson Lagoon Airport,Nelson Lagoon,US
NLH,Ninglang Luguhu Airport,Ninglang,CN
NLI,Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport,RU
NLK,Norfolk Island International Airport,Burnt Pine,NF
NLN,Kneeland Airport,Kneeland,US
NLO,Ndolo Airport,N'dolo,CD
NLP,Nelspruit Airport,Nelspruit,ZA
NLT,Xinyuan Nalati Airport,Xinyuan,CN
NLU,Felipe Ángeles International Airport,Mexico City,MX
NMA,Namangan International Airport,Namangan,UZ
NMB,Daman Airport,Daman,IN
NMC,Normans Cay Airport,Normans Cay,BS
NME,Nightmute Airport,Nightmute,US
NMF,Maafaru International Airport,Noonu Atoll,MV
NMG,San Miguel Airport,Isla del Rey,PA
NMI,Navi Mumbai International Airport,Navi Mumbai,IN
NML,Fort McMurray / Mildred Lake Airport,Fort McMurray,CA
NMN,Nomane Airport,Namane,PG
NMP,New Moon Airport,Basalt,AU
NMS,Namsang Airport,Namsang,MM
NMT,Namtu Airport,Namtu,MM
NNA,Kenitra Air Base,Kenitra,MA
NNB,Santa Ana Airport,Santa Ana Island,SB
NND,Nangade Airport,Nangade,MZ
NNG,Nanning Wuxu International Airport,Nanning (Jiangnan),CN
NNI,Namutoni Airport,Namutoni,NA
NNK,Naknek Airport,Naknek,US
NNL,Nondalton Airport,Nondalton,US
NNM,Naryan Mar Airport,Naryan Mar,RU
NNR,Connemara Regional Airport,Inverin,IE
NNU,Nanuque Airport,Nanuque,BR
NNX,Nunukan Airport,Nunukan-Nunukan Island,ID
NNY,Nanyang Jiangying Airport,Nanyang (Wancheng),CN
NOA,Naval Air Station Nowra - HMAS Albatross,Nowra Hill,AU
NOB,Nosara Airport,Nicoya,CR
NOC,Ireland West Airport Knock,Charlestown,IE
NOD,Norden-Norddeich Airport,Norddeich,DE
NOG,Nogales International Airport,Nogales,MX
NOI,Krymsk Air Base,Krymsk,RU
NOJ,Noyabrsk Airport,Noyabrsk,RU
NOK,Xavantina Airport,Nova Xavantina,BR
NOM,Nomad River Airport,Nomad River,PG
NON,Nonouti Airport,Nonouti,KI
NOO,Naoro Airport,Naoro Vilage,PG
NOP,Sinop Airport,Sinop,TR
NOR,Norðfjörður Airport,Norðfjörður,IS
NOS,Nosy Be-Fascene International Airport,Nosy Be,MG
NOT,Marin County Airport - Gnoss Field,Novato,US
NOU,La Tontouta International Airport,Nouméa (La Tontouta),NC
NOV,Albano Machado Airport,Huambo,AO
NOZ,Spichenkovo Airport,Novokuznetsk,RU
NPA,Naval Air Station Pensacola Forrest Sherman Field,Pensacola,US
NPE,Hawke's Bay Airport,Napier,NZ
NPG,Nipa Airport,Nipa,PG
NPH,J. Randy McKnight Nephi Municipal Airport,Nephi,US
NPL,New Plymouth Airport,New Plymouth,NZ
NPO,Nanga Pinoh Airport,Nanga Pinoh-Borneo Island,ID
NPP,Napperby Airport,Napperby,AU
NPR,Novo Progresso Airport,Novo Progresso,BR
NPT,Newport State Airport,Newport,US
NPU,San Pedro Airport,San Pedro de Urabá,CO
NPY,Mpanda Airport,Mpanda,TZ
NQA,Millington-Memphis Airport,Millington,US
NQI,Kingsville Naval Air Station,Kingsville,US
NQL,Niquelândia Airport,Niquelândia,BR
NQN,Presidente Perón International Airport,Neuquén,AR
NQT,Nottingham City Airport,"Nottingham, Nottinghamshire",GB
NQU,Reyes Murillo Airport,Nuquí,CO
NQX,Naval Air Station Key West/Boca Chica Field,Key West,US
NQY,Cornwall Airport Newquay,Newquay,GB
NQZ,Nursultan Nazarbayev International Airport,Astana,KZ
NRA,Narrandera Airport,Narrandera,AU
NRB,Naval Station Mayport / Admiral David L McDonald Field,Jacksonville,US
NRD,Norderney Airport,Norderney,DE
NRE,Namrole Airport,Namrole,ID
NRG,Narrogin Airport,Narrogin,AU
NRI,Grand Lake Regional Airport,Afton,US
NRK,Norrköping Airport,Norrköping,SE
NRL,North Ronaldsay Airport,North Ronaldsay,GB
NRM,Nara Airport,Nara,ML
NRN,Weeze (Niederrhein) Airport,Weeze,DE
NRR,José Aponte de la Torre Airport,Ceiba,PR
NRS,Naval Outlying Field Imperial Beach (Ream Field),Imperial Beach,US
NRT,Narita International Airport,Narita,JP
NRY,Newry Airport,Newry,AU
NSB,Bimini North Seaplane Base,Bimini,BS
NSE,Whiting Field Naval Air Station - North,Milton,US
NSH,Nowshahr Airport,Nowshahr,IR
NSI,Yaoundé Nsimalen International Airport,Yaoundé,CM
NSK,Alykel International Airport,Norilsk,RU
NSL,Slayton Municipal Airport,Slayton,US
NSM,Norseman Aerodrome,Norseman,AU
NSN,Nelson Airport,Nelson,NZ
NSQ,Nuussuaq Heliport,Nuussuaq,GL
NSR,Serra da Capivara Airport,São Raimundo Nonato,BR
NST,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,TH
NTB,Notodden Airport,Notodden,NO
NTC,Paradise Island Airport,Santa Carolina,MZ
NTD,Point Mugu Naval Air Station (Naval Base Ventura Co),Point Mugu,US
NTE,Nantes Atlantique Airport,Nantes,FR
NTG,Nantong Xingdong International Airport,Nantong (Tongzhou),CN
NTI,Stenkol Airport,Bintuni,ID
NTJ,Manti-Ephraim Airport,Manti,US
NTL,Newcastle Airport,Williamtown,AU
NTN,Normanton Airport,Normanton,AU
NTO,Agostinho Neto Airport,Ponta do Sol,CV
NTQ,Noto Satoyama Airport,Wajima,JP
NTR,Del Norte International Airport,Monterrey,MX
NTT,Kuini Lavenia Airport,Niuatoputapu,TO
NTU,Oceana Naval Air Station,Virginia Beach,US
NTX,Ranai Airport,Ranai-Natuna Besar Island,ID
NTY,Pilanesberg International Airport,Pilanesberg,ZA
NUA,Nuwara Eliya (Lake Gregory) Waterdrome,Nuwara Eliya,LK
NUD,En Nahud Airport,En Nahud,SD
NUE,Nuremberg Airport,Nuremberg,DE
NUF,Castlereagh Lake Seaplane Base,Hatton,LK
NUG,Nuguria Airstrip,Nuguria Island,PG
NUH,Nunchia Airport,Nunchia,CO
NUI,Nuiqsut Airport,Nuiqsut,US
NUJ,Nojeh Air Base,Amirabad,IR
NUK,Nukutavake Airport,Nukutavake,PF
NUL,Nulato Airport,Nulato,US
NUM,Neom Bay Airport,Sharma,SA
NUP,Nunapitchuk Airport,Nunapitchuk,US
NUQ,Moffett Federal Airfield,Mountain View,US
NUS,Norsup Airport,Norsup,VU
NUU,Lanet Military Airstrip,Nakuru,KE
NUW,Whidbey Island Naval Air Station (Ault Field),Oak Harbor,US
NUX,Novy Urengoy Airport,Novy Urengoy,RU
NVA,Benito Salas Airport,Neiva,CO
NVD,Nevada Municipal Airport,Nevada,US
NVI,Navoi International Airport,Navoi,UZ
NVM,Brigadeiro Eduardo Gomes Airport,Nova Mutum,BR
NVN,Nervino Airport,Beckwourth,US
NVP,Novo Aripuanã Airport,Novo Aripuanã,BR
NVS,Nevers-Fourchambault Airport,"Marzy, Nièvre",FR
NVT,Ministro Victor Konder International Airport,Navegantes,BR
NVY,Neyveli Airport,Neyveli,IN
NWA,Mohéli Bandar Es Eslam Airport,Fomboni,KM
NWH,Parlin Field,Newport,US
NWI,Norwich Airport,"Norwich, Norfolk",GB
NWT,Nowata Airport,Nowata,PG
NYA,Nyagan Airport,Nyagan,RU
NYE,Nyeri Airport,Nyeri,KE
NYG,Quantico Marine Corps Airfield / Turner Field,Quantico,US
NYI,Sunyani Airport,Sunyani,GH
NYK,Nanyuki Airport,Nanyuki,KE
NYM,Nadym Airport,Nadym,RU
NYO,Stockholm Skavsta Airport,Nyköping,SE
NYR,Nyurba Airport,Nyurba,RU
NYS,New York Skyports Inc Seaplane Base,New York,US
NYT,Nay Pyi Taw International Airport,Naypyitaw,MM
NYU,Bagan Airport,Nyaung U,MM
NYW,Monywar Airport,Monywar,MM
NZA,Nzagi Airport,Nzagi,AO
NZC,Maria Reiche Neuman Airport,Nazca,PE
NZE,Nzérékoré Airport,Nzérékoré,GN
NZG,Nizhneangarsk International Airport,Nizhneangarsk,RU
NZH,Manzhouli Xijiao Airport,Manzhouli,CN
NZL,Zhalantun Genghis Khan Airport,Zhalantun,CN
NZY,North Island Naval Air Station-Halsey Field,San Diego,US
OAA,Shank Air Base,Baraki Barak,AF
OAG,Orange Airport,Orange,AU
OAH,Shindand Air Base,Shindand,AF
OAI,Bagram Airfield,Bagram,AF
OAJ,Albert J Ellis Airport,Richlands,US
OAK,San Francisco Bay Oakland International Airport,Oakland,US
OAL,Cacoal Airport,Cacoal,BR
OAN,El Arrayán Airport,Olanchito,HN
OAR,Marina Municipal Airport,Marina,US
OAS,Sharana Airstrip,Sharana,AF
OAX,Xoxocotlán International Airport,Oaxaca,MX
OAZ,Camp Shorabak Airfield,Lashkar Gah,AF
OBC,Obock Airport,Obock,DJ
OBD,Obano Airport,Obano,ID
OBE,Okeechobee County Airport,Okeechobee,US
OBF,Oberpfaffenhofen Airport,Wessling,DE
OBI,Óbidos Municipal Airport,Óbidos,BR
OBL,Oostmalle Airfield,Zoersel,BE
OBM,Morobe Airport,Morobe,PG
OBN,Oban Airport,North Connel,GB
OBO,Tokachi-Obihiro Airport,Obihiro,JP
OBS,Aubenas-South Ardèche Airport,"Lanas, Ardèche",FR
OBU,Kobuk Airport,Kobuk,US
OBX,Obo Airport,Obo,PG
OBY,Ittoqqortoormiit Heliport,Ittoqqortoormiit,GL
OCA,Ocean Reef Club Airport,Key Largo,US
OCC,Francisco De Orellana Airport,Coca,EC
OCE,Ocean City Municipal Airport,Ocean City,US
OCF,Ocala International Airport - Jim Taylor Field,Ocala,US
OCH,A L Mangham Jr. Regional Airport,Nacogdoches,US
OCJ,Ian Fleming International Airport,Boscobel,JM
OCN,Oceanside Municipal Airport,Oceanside,US
OCS,Corisco International Airport,Corisco Island,GQ
OCV,Aguas Claras Airport,Ocaña,CO
OCW,Warren Field,Washington,US
ODA,Ouadda Airport,Ouadda,CF
ODB,Córdoba Airport,Córdoba,ES
ODC,Oakdale Airport,Oakdale,US
ODE,Odense Hans Christian Andersen Airport,Odense,DK
ODH,RAF Odiham,"Hook, Hampshire",GB
ODJ,Ouanda Djallé Airport,Ouanda Djallé,CF
ODL,Cordillo Downs Airport,Cordillo Downs,AU
ODM,Garrett County Airport,Accident,US
ODN,Long Seridan Airport,Long Seridan,MY
ODO,Bodaybo Airport,Bodaybo,RU
ODR,Ord River Airport,Ord River,AU
ODS,Odesa International Airport,Odesa,UA
ODT,Odessa Schlemeyer Field,Odessa,US
ODW,AJ Eisenberg Airport,Oak Harbor,US
ODY,Oudomsay Airport,Oudomsay,LA
OEA,O'Neal Airport,Lawrenceville,US
OEC,Oecusse Route of the Sandalwood International Airport,Oecussi-Ambeno,TL
OEM,Vincent Fayks Airport,Paloemeu,SR
OEO,L O Simenstad Municipal Airport,Osceola,US
OER,Örnsköldsvik Airport,Örnsköldsvik,SE
OES,Antoine de Saint Exupéry Airport,San Antonio Oeste,AR
OFF,Offutt Air Force Base,Omaha,US
OFI,Ouango Fitini Airport,Ouango Fitini,CI
OFK,Karl Stefan Memorial Airport,Norfolk,US
OFU,Ofu Airport,Ofu,AS
OGA,Ogallala Municipal Airport Searle Field,Ogallala,US
OGB,Orangeburg Municipal Airport,Orangeburg,US
OGD,Ogden Hinckley Airport,Ogden,US
OGG,Kahului International Airport,Kahului,US
OGL,Eugene F. Correia International Airport,Ogle,GY
OGM,Ogobsucum Airport,Ustupu,PA
OGN,Yonaguni Airport,Yonaguni,JP
OGO,Abengourou Airport,Abengourou,CI
OGR,Bongor Airport,Bongor,TD
OGS,Ogdensburg International Airport,Ogdensburg,US
OGU,Ordu–Giresun Airport,Ordu,TR
OGV,Ongava Lodge Airstrip,Ombika,NA
OGX,Ain Beida Airport,Ouargla,DZ
OGZ,Vladikavkaz Beslan International Airport,Beslan,RU
OHB,Ambohibary Airport,Moramanga,MG
OHD,Ohrid St. Paul the Apostle Airport,Ohrid,MK
OHE,Mohe Gulian Airport,Mohe,CN
OHH,Okha Airport,Okha,RU
OHI,Oshakati Airport,Oshakati,NA
OHO,Okhotsk Airport,Okhotsk,RU
OHR,Wyk auf Föhr Airport,Wyk auf Föhr,DE
OHS,Suhar International Airport,Suhar,OM
OHT,Kohat Airport,Kohat,PK
OIA,Ourilândia do Norte Airport,Ourilândia do Norte,BR
OIC,Lt Warren Eaton Airport,Norwich,US
OIM,Oshima Airport,Izu Oshima,JP
OIR,Okushiri Airport,Okushiri Island,JP
OIT,Oita Airport,Oita,JP
OJC,Johnson County Executive Airport,Olathe,US
OJU,Tanjung Api Airport,Tojo Una-Una,ID
OKA,Naha International Airport,Naha,JP
OKB,Orchid Beach Airport,Orchid Beach,AU
OKC,OKC Will Rogers World Airport,Oklahoma City,US
OKD,Sapporo Okadama Airport,Sapporo,JP
OKE,Okinoerabu Airport,Wadomari,JP
OKF,Okaukuejo Airport,Okaukuejo,NA
OKG,Okoyo Airport,Okoyo,CG
OKI,Oki Global Geopark Airport,Okinoshima,JP
OKJ,Okayama Momotaro Airport,Okayama,JP
OKK,Kokomo Municipal Airport,Kokomo,US
OKL,Oksibil Airport,Oksibil,ID
OKM,Okmulgee Regional Airport,Okmulgee,US
OKN,Okondja Airport,Okondja,GA
OKO,Yokota Air Base,Fussa,JP
OKP,Oksapmin Airport,Oksapmin,PG
OKQ,Okaba Airport,Okaba,ID
OKR,Yorke Island Airport,Yorke Island,AU
OKS,Garden County Airport/King Rhiley Field,Oshkosh,US
OKT,Oktyabrskiy Airport,Kzyl-Yar,RU
OKU,Mokuti Lodge Airport,Mokuti Lodge,NA
OKV,Okao Airport,Okao,PG
OLA,Ørland Airport,Ørland,NO
OLB,Olbia Costa Smeralda Airport,Olbia (SS),IT
OLC,Senadora Eunice Micheles Airport,São Paulo De Olivença,BR
OLD,Dewitt Field - Old Town Municipal Airport,Old Town,US
OLE,Cattaraugus County-Olean Airport,Olean,US
OLF,L M Clayton Airport,Wolf Point,US
OLH,Old Harbor Airport,Old Harbor,US
OLI,Rif Airport,Rif,IS
OLJ,North West Santo Airport,Olpoi,VU
OLK,Aeródromo de Fuerte,Fuerte Olimpo,PY
OLL,Oyo Ollombo Airport,Oyo,CG
OLM,Olympia Regional Airport,Olympia,US
OLN,Lago Musters Airport,Sarmiento,AR
OLO,Olomouc Airport,Olomouc,CZ
OLP,Olympic Dam Airport,Olympic Dam,AU
OLQ,Olsobip Airport,Olsobip,PG
OLR,Salerno Airport,Khost,AF
OLS,Nogales International Airport,Nogales,US
OLU,Columbus Municipal Airport,Columbus,US
OLV,Olive Branch Airport,Olive Branch,US
OLX,Olkiombo Airport,Olkiombo,KE
OLY,Olney Noble Airport,Olney-Noble,US
OLZ,Olyokminsk Airport,Olyokminsk,RU
OMA,Eppley Airfield,Omaha,US
OMB,Omboue Hospital Airport,Omboue,GA
OMC,Ormoc Airport,Ormoc City,PH
OMD,Oranjemund Airport,Oranjemund,NA
OME,Nome Airport,Nome,US
OMF,King Hussein Air College,Mafraq,JO
OMG,Omega Airport,Omega,NA
OMH,Urmia Airport,Urmia,IR
OMI,Omidiyeh Airport,Omidiyeh,IR
OMJ,JMSDF Omura Air Base,Nagasaki,JP
OMK,Omak Airport,Omak,US
OMM,Marmul Airport,Marmul,OM
OMN,Zomin Airport,Zaamin,UZ
OMO,Mostar International Airport,Mostar,BA
OMR,Oradea International Airport,Oradea,RO
OMS,Omsk Central Airport,Omsk,RU
OMY,Preah Vinhear Airport,Tbeng Meanchey,KH
ONA,Winona Municipal Airport Max Conrad Field,Winona,US
ONB,Ononge Airport,Onange Mission,PG
OND,Ondangwa Airport,Ondangwa,NA
